,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Length,Producer(s)_1,Producer(s)_2,Producer(s)_3,Producer(s)_4,Producer(s)_5,Producer(s)_6,Producer(s)_7,Producer(s)_8,Released,Songwriter(s)_1,Songwriter(s)_10,Songwriter(s)_11,Songwriter(s)_12,Songwriter(s)_13,Songwriter(s)_14,Songwriter(s)_15,Songwriter(s)_16,Songwriter(s)_17,Songwriter(s)_18,Songwriter(s)_19,Songwriter(s)_2,Songwriter(s)_20,Songwriter(s)_21,Songwriter(s)_22,Songwriter(s)_23,Songwriter(s)_24,Songwriter(s)_3,Songwriter(s)_4,Songwriter(s)_5,Songwriter(s)_6,Songwriter(s)_7,Songwriter(s)_8,Songwriter(s)_9,artist,index,link,rank,title,year
6038,Soul,,,,,,,2:52,Jimmy Napes,Steve Fitzmaurice,Rodney Jerkins (Darkchild version),,,,,,14 April 2014,Sam Smith,,,,,,,,,,,James Napier,,,,,,William Phillips,Tom Petty,Jeff Lynne,,,,,Sam Smith,57,https://en.wikipedia.org/wiki/Stay_with_Me_(Sam_Smith_song),58,"""Stay with Me""",2015
6039,Alternative r&b,Future garage,Dubstep,Synthpop,,,,"


3:27 (original version)
3:11 (album version)


",George Reid,,,,,,,,20 April 2012 (2012-04-20),Aluna Francis,,,,,,,,,,,George Reid,,,,,,,,,,,,,DJ Snake and AlunaGeorge,58,https://en.wikipedia.org/wiki/You_Know_You_Like_It,59,"""You Know You Like It""",2015
6040,Pop rock,Surf rock,,,,,,3:31,Jake Sinclair,Young Wolf Hatchlings,,,,,,,"January 12, 2015",Patrick Stump,,,,,,,,,,,Pete Wentz,,,,,,Joe Trohman,Andy Hurley,Liam O'Donnell,Jarrel Young,Waqaas Hashmi,,,Fall Out Boy,59,https://en.wikipedia.org/wiki/Uma_Thurman_(song),60,"""Uma Thurman""",2015
6041,Hip hop,Trap,,,,,,3:33,Bobby Johnson,Beyoncé,Detail,Sidney Swift,,,,,"November 25, 2014 (2014-11-25)",Beyoncé Knowles,,,,,,,,,,,Noel Fisher,,,,,,,,,,,,,Beyoncé,60,https://en.wikipedia.org/wiki/7/11_(song),61,"""7/11""",2015
6042,Pop,R&b,,,,,,3:47,Rock Mafia,,,,,,,,"November 6, 2014 (2014-11-06)",Selena Gomez,,,,,,,,,,,Antonina Armato,,,,,,Tim James,David Jost,,,,,,Selena Gomez,61,https://en.wikipedia.org/wiki/The_Heart_Wants_What_It_Wants,62,"""The Heart Wants What It Wants""",2015
6043,Country,Blue-eyed soul,,,,,,3:13,Jay Joyce,,,,,,,,"December 15, 2014 (2014-12-15)",Lori McKenna,,,,,,,,,,,Hillary Lindsey,,,,,,Liz Rose,,,,,,,Little Big Town,62,https://en.wikipedia.org/wiki/Girl_Crush,63,"""Girl Crush""",2015
6044,R&b,,,,,,,3:17,Charlie Puth,Geoffro Cause,,,,,,,"January 20, 2015",Tremaine Neverson,,,,,,,,,,,Charlie Puth,,,,,,Geoffrey Earley,Jacob Kasher,,,,,,Trey Songz,63,https://en.wikipedia.org/wiki/Slow_Motion_(Trey_Songz_song),64,"""Slow Motion""",2015
6045,Pop rock,,,,,,,,Julian Bunetta,,,,,,,,31 July 2015[1],Julian Bunetta,,,,,,,,,,,Jamie Scott,,,,,,John Ryan,,,,,,,One Direction,64,https://en.wikipedia.org/wiki/Drag_Me_Down,65,"""Drag Me Down""",2015
6046,Hip hop,House,,,,,,3:40,Nineteen85,,,,,,,,"January 23, 2015 (2015-01-23)",Onika Maraj,,,,,,,,,,,Aubrey Graham,,,,,,Dwayne Carter,Paul Jefferies,Maya Jane Coles,,,,,"Nicki Minaj featuring Drake, and Lil Wayne",65,https://en.wikipedia.org/wiki/Truffle_Butter,66,"""Truffle Butter""",2015
6047,Dance-pop,Edm,,,,,,3:17,Carl Falk,Rami Yacoub,Ilya,Giorgio Tuinfort,Savan Kotecha,,,,"February 10, 2015",David Guetta,,,,,,,,,,,Savan Kotecha,,,,,,Giorgio Tuinfort,Rami Yacoub,Carl Falk,,,,,Ariana Grande,66,https://en.wikipedia.org/wiki/One_Last_Time_(Ariana_Grande_song),67,"""One Last Time""",2015
6048,R&b,,,,,,,3:23,Jason Evigan,,,,,,,,"July 30, 2014 (2014-07-30)",Jason Evigan,,,,,,,,,,,Ammar Malik,,,,,,Danny Parker,,,,,,,Nick Jonas,67,https://en.wikipedia.org/wiki/Chains_(Nick_Jonas_song),68,"""Chains""",2015
6049,Hip hop,R&b,,,,,,3:45,Morris,Delicata,The Monarch,Cossom,DJ Khaled,,,,"June 26, 2015",Robert Williams,,,,,,,,,,,Onika Maraj,,,,,,Christopher Brown,Alex Delicata,Andre Davidson,Sean Davidson,Kevin Cossom,Danny Morris,Christopher Wallace,Meek Mill featuring Chris Brown and Nicki Minaj,68,https://en.wikipedia.org/wiki/All_Eyes_on_You,69,"""All Eyes on You""",2015
6050,Hip hop,Trap,,,,,,3:21,Seanteega,Swae Lee,,,,,,,"September 15, 2014",Aaquil Brown,,,,,,,,,,,Khalif Brown,,,,,,Michael Williams II,,,,,,,Rae Sremmurd,69,https://en.wikipedia.org/wiki/No_Type,70,"""No Type""",2015
6051,Indie folk,Indie pop,,,,,,3:24,James Keogh,Edwin White,John Castle,,,,,,21 May 2013,James Keogh,,,,,,,,,,,,,,,,,,,,,,,,Vance Joy,70,https://en.wikipedia.org/wiki/Riptide_(Vance_Joy_song),71,"""Riptide""",2015
6052,Hip hop,,,,,,,"


3:46 (original version)
3:55 (remix version)


",Various,Jidenna,Nana Kwabena,"Nate ""Rocket"" Wonder",,,,,"January 4, 2015",Various,Jonathan Christopher Shave,Kurtis McKenzie,Milan Wiley,Nana Kwabena Tuffuor,Nathaniel Irvin III,Roman GianArthur Irvin,,,,,Amethyst Amelia Kelly,,,,,,Charlotte Aitchison,Eleanor Kateri Tannis,George Astasio,Jasbir Sehra,Jason Pebworth,Jidenna Theodore Mobisson,John Turner,Jidenna featuring Roman GianArthur,71,https://en.wikipedia.org/wiki/Classic_Man,72,"""Classic Man""",2015
6053,Alternative rock,Southern rock,,,,,,3:22,Dave Bassett,,,,,,,,"September 23, 2014 (2014-09-23)",Elle King,,,,,,,,,,,Dave Basset,,,,,,,,,,,,,Elle King,72,https://en.wikipedia.org/wiki/Ex%27s_%26_Oh%27s,73,"""Ex's & Oh's""",2015
6054,Bubblegum pop,Doo-wop,R&b,,,,,3:04,Kevin Kadish,,,,,,,,"March 17, 2015 (2015-03-17)",Meghan Trainor,,,,,,,,,,,Kevin Kadish,,,,,,,,,,,,,Meghan Trainor,73,https://en.wikipedia.org/wiki/Dear_Future_Husband,74,"""Dear Future Husband""",2015
6055,,,,,,,,3:07[1],Charlie Puth,,,,,,,,"February 10, 2015[1]",Charlie Puth,,,,,,,,,,,Julie Frost,,,,,,Jacob Luttrell,Nick Seeley,,,,,,Charlie Puth featuring Meghan Trainor,74,https://en.wikipedia.org/wiki/Marvin_Gaye_(song),75,"""Marvin Gaye""",2015
6056,Soul,,,,,,,3:45,Chris Gelbuda,Meghan Trainor,,,,,,,"June 23, 2015 (2015-06-23)",Meghan Trainor,,,,,,,,,,,Justin Weaver,,,,,,Caitlyn Smith,,,,,,,Meghan Trainor featuring John Legend,75,https://en.wikipedia.org/wiki/Like_I%27m_Gonna_Lose_You,76,"""Like I'm Gonna Lose You""",2015
6057,Pop,Electropop,,,,,,3:29,The Struts,,,,,,,,"


15 March 2013 (2013-03-15)
6 December 2013 (2013-12-06) (re-release)


",Tove Nilsson,,,,,,,,,,,Ludvig Söderberg,,,,,,Jakob Jerlström,,,,,,,Tove Lo,76,https://en.wikipedia.org/wiki/Habits_(Tove_Lo_song),77,"""Habits (Stay High)""",2015
6058,Americana,,,,,,,3:38,,,,,,,,,"December 9, 2014 (2014-12-09)",Suzanne Collins (lyrics),,,,,,,,,,,Jeremiah Fraites,,,,,,Wesley Schultz,James Newton Howard,,,,,,James Newton Howard featuring Jennifer Lawrence,77,https://en.wikipedia.org/wiki/The_Hanging_Tree_(The_Hunger_Games_song),78,"""The Hanging Tree""",2015
6059,Hip hop,Trap,,,,,,4:00,Juice 808,,,,,,,,"October 27, 2014 (2014-10-27)",Odis Flores,,,,,,,,,,,Shakur Thomas,,,,,,,,,,,,,O.T. Genasis,78,https://en.wikipedia.org/wiki/CoCo_(O.T._Genasis_song),79,"""CoCo""",2015
6060,Pop,R&b,,,,,,3:19,Max Martin,Rickard Göransson,Ilya,Kuk Harrell,,,,,"July 28, 2014",Max Martin,,,,,,,,,,,Savan Kotecha,,,,,,Rickard Göransson,Onika Maraj,,,,,,"Jessie J, Ariana Grande, and Nicki Minaj",79,"https://en.wikipedia.org/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)",80,"""Bang Bang""",2015
6061,Soul,R&b,,,,,,4:13,Jimmy Napes,Steve Fitzmaurice,,,,,,,15 February 2013,Sam Smith,,,,,,,,,,,James Napier,,,,,,Elvin Smith,,,,,,,Sam Smith,80,https://en.wikipedia.org/wiki/Lay_Me_Down_(Sam_Smith_song),81,"""Lay Me Down""",2015
6062,Cloud rap,Alternative r&b,,,,,,5:22,Sonny Digital,Metro Boomin,,,,,,,"September 1, 2014 (2014-09-01)",Ousala Aleem,,,,,,,,,,,Aubrey Graham,,,,,,Makonnen Sheran,Sonny Uwaezuoke,Leland Wayne,,,,,ILoveMakonnen featuring Drake,81,https://en.wikipedia.org/wiki/Tuesday_(ILoveMakonnen_song),82,"""Tuesday""",2015
6063,Hip hop,,,,,,,3:01,Buck Nasty,,,,,,,,"July 14, 2015 (2015-07-14)",Richard Colbert,,,,,,,,,,,,,,,,,,,,,,,,iLoveMemphis,82,https://en.wikipedia.org/wiki/Hit_the_Quan,83,"""Hit the Quan""",2015
6064,Hip hop,Funk,Rock,,,,,4:52,Ryan Lewis,,,,,,,,"August 27, 2015 (2015-08-27)",Ben Haggerty,,,,,,,,,,,Ryan Lewis,,,,,,Jacob Dutton,Eric Nally,Joshua Karp,Joshua Rawlings,Darian Asplund,Evan Flory-Barnes,Tim Haggerty,"Macklemore and Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee, and Grandmaster Caz",83,https://en.wikipedia.org/wiki/Downtown_(Macklemore_%26_Ryan_Lewis_song),84,"""Downtown""",2015
6065,Country,Country pop,Pop rock,,,,,3:10,Zach Crowell,Shane McAnally,,,,,,,"June 1, 2015 (2015-06-01)",Sam Hunt,,,,,,,,,,,Zach Crowell,,,,,,Jerry Flowers,,,,,,,Sam Hunt,84,https://en.wikipedia.org/wiki/House_Party_(Sam_Hunt_song),85,"""House Party""",2015
6066,West coast hip hop,Electropop,,,,,,3:46,Nic Nac,Kragen,,,,,,,"January 6, 2015 (2015-01-06)",Nicholas Balding,,,,,,,,,,,Mark Kragen,,,,,,Chris Brown,Michael Stevenson,,,,,,Chris Brown and Tyga,85,https://en.wikipedia.org/wiki/Ayo_(Chris_Brown_and_Tyga_song),86,"""Ayo""",2015
6067,Country,,,,,,,3:10,Jeff Stevens,Jody Stevens,,,,,,,"May 19, 2015 (2015-05-19)",Dallas Davidson,,,,,,,,,,,Chris DeStefano,,,,,,Ashley Gorley,,,,,,,Luke Bryan,86,https://en.wikipedia.org/wiki/Kick_the_Dust_Up,87,"""Kick the Dust Up""",2015
6068,Hip hop,,,,,,,"


4:12 (album version)
5:01 (extended version)


",Vinylz,Ritter,,,,,,,"January 31, 2015[1]",Sean Anderson,,,,,,,,,,,Anderson Hernandez,,,,,,Quentin Miller,Aubrey Graham,Kanye West,Allen Ritter,,,,"Big Sean featuring Drake, and Kanye West",87,https://en.wikipedia.org/wiki/Blessings_(Big_Sean_song),88,"""Blessings""",2015
6069,,,,,,,,3:21,Cam Blackwood,,,,,,,,13 December 2013,George Ezra,,,,,,,,,,,Joel Pott,,,,,,,,,,,,,George Ezra,88,https://en.wikipedia.org/wiki/Budapest_(George_Ezra_song),89,"""Budapest""",2015
6070,Electropop,,,,,,,3:36,Greg Kurstin,Jesse Shatkin,,,,,,,17 March 2014 (2014-03-17),Sia Furler,,,,,,,,,,,Jesse Shatkin,,,,,,,,,,,,,Sia,89,https://en.wikipedia.org/wiki/Chandelier_(Sia_song),90,"""Chandelier""",2015
6071,Synthpop,,,,,,,3:18,Greg Kurstin,,,,,,,,"January 12, 2015 (2015-01-12)",Mitch Allan,,,,,,,,,,,Kara DioGuardi,,,,,,Jason Evigan,Audra Mae,Jimmy Eat World,,,,,Kelly Clarkson,90,https://en.wikipedia.org/wiki/Heartbeat_Song_(Kelly_Clarkson_song),91,"""Heartbeat Song""",2015
6072,R&b,Pop,,,,,,3:39,Rick Rubin,Benny Blanco,,,,,,,24 August 2014 (2014-08-24),Ed Sheeran,,,,,,,,,,,Benjamin Levin,,,,,,,,,,,,,Ed Sheeran,91,https://en.wikipedia.org/wiki/Don%27t_(Ed_Sheeran_song),92,"""Don't""",2015
6073,Pop,,,,,,,3:36,Ryan Tedder,Noel Zancanella,,,,,,,6 June 2014 (2014-06-06),Ella Henderson,,,,,,,,,,,Ryan Tedder,,,,,,Kenan Williams,Noel Zancanella,,,,,,Ella Henderson,92,https://en.wikipedia.org/wiki/Ghost_(Ella_Henderson_song),93,"""Ghost""",2015
6074,Alternative r&b,Soul,Indie pop,,,,,3:19,Pop & Oak,Sebastian Kole,RP[disambiguation needed],,,,,,"April 27, 2015",Alessia Caracciolo,,,,,,,,,,,"Andrew ""Pop"" Wansel",,,,,,"Warren ""Oak"" Felder",Coleridge Tillman,Isaac Hayes,Samuel Gerongco,Robert Gerongco,Terence Lam,,Alessia Cara,93,https://en.wikipedia.org/wiki/Here_(Alessia_Cara_song),94,"""Here""",2015
6075,R&b,Soft rock,,,,,,2:54,Mr Probz,,,,,,,,26 April 2013,Dennis Princewell Stehr,,,,,,,,,,,,,,,,,,,,,,,,Mr Probz,94,https://en.wikipedia.org/wiki/Waves_(Mr._Probz_song),95,"""Waves""",2015
6076,Latin pop,Reggaeton,,,,,,3:27,Saga Whiteblack,,,,,,,,6 February 2015 (2015-02-06),Nick Rivera Caminero Lil' Eddie,,,,,,,,,,,,,,,,,,,,,,,,Nicky Jam and Enrique Iglesias,95,https://en.wikipedia.org/wiki/El_Perd%C3%B3n,96,"""El Perdón""",2015
6077,R&b,Trap,Hip hop,,,,,"


3:34 (album version)
3:08 (radio edit)


",Dr. Luke,Cirkut,"Jesse ""Corparal"" Wilson",,,,,,"September 16, 2014 (2014-09-16)",Shaffer Smith,,,,,,,,,,,Jordan Houston,,,,,,Lukasz Gottwald,Henry Walter,,,,,,Ne-Yo featuring Juicy J,96,https://en.wikipedia.org/wiki/She_Knows_(Ne-Yo_song),97,"""She Knows""",2015
6078,Pop,,,,,,,"


3:47 (album version)
4:00 (video version)


",Bunetta,Ryan,Jamie Scott,,,,,,14 November 2014[1],Harry Styles,,,,,,,,,,,Niall Horan,,,,,,Zayn Malik,Liam Payne,Louis Tomlinson,Jamie Scott,Julian Bunetta,John Ryan,,One Direction,97,https://en.wikipedia.org/wiki/Night_Changes,98,"""Night Changes""",2015
6079,Trap,Diss track,,,,,,2:50,Daxz,40,Drake[3],Nav[4][5],,,,,"July 29, 2015 (2015-07-29)",Aubrey Graham( Ghost writer chooses to remain anonymous),,,,,,,,,,,Noah Shebib,,,,,,Navraj Goraya,Jahmar Carter[2],,,,,,Drake,98,https://en.wikipedia.org/wiki/Back_to_Back_(Drake_song),99,"""Back to Back""",2015
6080,Deep house,,,,,,,3:32,Calvin Harris,Disciples,,,,,,,17 July 2015 (2015-07-17),Calvin Harris,,,,,,,,,,,Nathan Duvall,,,,,,Gavin Koolmon,Luke McDermott,Ina Wroldsen,Marvin White,,,,Calvin Harris and Disciples,99,https://en.wikipedia.org/wiki/How_Deep_Is_Your_Love_(Calvin_Harris_and_Disciples_song),100,"""How Deep Is Your Love""",2015
6081,Acoustic,Pop,,,,,,3:53,Benny Blanco,,,,,,,,"November 9, 2015",Ed Sheeran,,,,,,,,,,,Benny Blanco,,,,,,Justin Bieber,,,,,,,Justin Bieber,0,https://en.wikipedia.org/wiki/Love_Yourself,1,"""Love Yourself""",2016
6082,Dancehall-pop,Tropical house,,,,,,3:20,Skrillex,Blood,,,,,,,"October 23, 2015 (2015-10-23)",Justin Bieber,,,,,,,,,,,Julia Michaels,,,,,,Justin Tranter,Sonny Moore,Michael Tucker,,,,,Justin Bieber,1,https://en.wikipedia.org/wiki/Sorry_(Justin_Bieber_song),2,"""Sorry""",2016
6083,Dancehall,Afrobeat,,,,,,2:55,Nineteen85,DJ Maphorisa,40,Wizkid,,,,,"April 5, 2016",Aubrey Graham,,,,,,,,,,,Paul Jefferies,,,,,,Noah Shebib,Ayodeji Balogun,,,,,,Drake featuring Wizkid and Kyla,2,https://en.wikipedia.org/wiki/One_Dance,3,"""One Dance""",2016
6084,Dancehall,Reggae-pop,R&b,,,,,3:39,Boi-1da,"Noah ""40"" Shebib",Kuk Harrell,,,,,,"January 27, 2016 (2016-01-27)",Jahron Braithwaite,,,,,,,,,,,Matthew Samuels,,,,,,Allen Ritter,Rupert Thomas,Aubrey Graham,Robyn Fenty,Monte Moir,,,Rihanna featuring Drake,3,https://en.wikipedia.org/wiki/Work_(Rihanna_song),4,"""Work""",2016
6085,Rap rock,,,,,,,3:22,Mike Elizondo[2],,,,,,,,"November 10, 2015",Tyler Joseph,,,,,,,,,,,,,,,,,,,,,,,,Twenty One Pilots,4,https://en.wikipedia.org/wiki/Stressed_Out,5,"""Stressed Out""",2016
6086,Trap,,,,,,,"


4:06
3:46 (radio edit)


",Menace,,,,,,,,"December 15, 2015 (2015-12-15)",Sidney Selby III,,,,,,,,,,,Adnan Khan,,,,,,,,,,,,,Desiigner,5,https://en.wikipedia.org/wiki/Panda_(song),6,"""Panda""",2016
6087,Soul,,,,,,,4:55,Greg Kurstin,,,,,,,,23 October 2015,Adele Adkins,,,,,,,,,,,Greg Kurstin,,,,,,,,,,,,,Adele,6,https://en.wikipedia.org/wiki/Hello_(Adele_song),7,"""Hello""",2016
6088,Edm,Trap,Pop,,,,,3:28,The Chainsmokers,,,,,,,,"February 5, 2016",Andrew Taggart,,,,,,,,,,,Emily Warren,,,,,,Scott Harris,,,,,,,The Chainsmokers featuring Daya,7,https://en.wikipedia.org/wiki/Don%27t_Let_Me_Down_(The_Chainsmokers_song),8,"""Don't Let Me Down""",2016
6089,Disco,Pop,Soul,,,,,3:56,Justin Timberlake,Max Martin,Shellback,,,,,,"May 6, 2016 (2016-05-06)",Justin Timberlake,,,,,,,,,,,Max Martin,,,,,,Shellback,,,,,,,Justin Timberlake,8,https://en.wikipedia.org/wiki/Can%27t_Stop_the_Feeling!,9,"""Can't Stop the Feeling!""",2016
6090,Edm,,,,,,,4:04,The Chainsmokers,,,,,,,,"July 29, 2016 (2016-07-29)",Andrew Taggart,,,,,,,,,,,Ashley Frangipane,,,,,,Shaun Frank,Frederic Kennett,Isaac Slade,Joe King,,,,The Chainsmokers featuring Halsey,9,https://en.wikipedia.org/wiki/Closer_(The_Chainsmokers_song),10,"""Closer""",2016
6091,Synthpop,,,,,,,3:44,Greg Kurstin,,,,,,,,11 February 2016,Sia Furler,,,,,,,,,,,Greg Kurstin,,,,,,Sean Paul Henriques (remix only)[1],,,,,,,Sia featuring Sean Paul,10,https://en.wikipedia.org/wiki/Cheap_Thrills_(song),11,"""Cheap Thrills""",2016
6092,Soul,Pop,,,,,,3:59,Future Animals,Pilo,,,,,,,18 September 2015,Lukas Forchammer,,,,,,,,,,,Stefan Forrest,,,,,,Morten Ristorp,Morten Pilegaard,,,,,,Lukas Graham,11,https://en.wikipedia.org/wiki/7_Years_(Lukas_Graham_song),12,"""7 Years""",2016
6093,Electro,R&b,,,,,,3:11,DJ Mustard,Twice as Nice,Frank Dukes,Kuk Harrell,,,,,"March 30, 2016 (2016-03-30)",Dijon McFarlane,Derrus Rachel,,,,,,,,,,Robyn Fenty,,,,,,Nick Audino,Lewis Hughes,Khaled Rohaim,Te Whiti Warbrick,Adam Feeney,Brittany Hazzard,Charles Hinshaw,Rihanna,12,https://en.wikipedia.org/wiki/Needed_Me,13,"""Needed Me""",2016
6094,Pop-rap,,,,,,,3:12,Johan Carlsson,MAG,JayFrance,,,,,,"October 13, 2015 (2015-10-13)",Ross Golan,,,,,,,,,,,Johan Carlsson,,,,,,Marco Borrero,Roy Hammond,Tramar Dillard,,,,,Flo Rida,13,https://en.wikipedia.org/wiki/My_House_(Flo_Rida_song),14,"""My House""",2016
6095,Folk pop,Tropical house,Seeb,,,,,"4:40 (original version)
3:19 (SeeB remix)",Mike Posner,Martin Terefe,SeeB,,,,,,"July 24, 2015 (2015-07-24)",Mike Posner,,,,,,,,,,,,,,,,,,,,,,,,Mike Posner,14,https://en.wikipedia.org/wiki/I_Took_a_Pill_in_Ibiza,15,"""I Took a Pill in Ibiza""",2016
6096,Pop,R&b,,,,,,3:34,Ammo,DallasK,,,,,,,"February 26, 2016 (2016-02-26)",Joshua Coleman,,,,,,,,,,,Jude Demorest,,,,,,"Tyrone Griffith, Jr.",Alexander Izquierdo,Brian Lee,,,,,Fifth Harmony featuring Ty Dolla $ign,15,https://en.wikipedia.org/wiki/Work_from_Home,16,"""Work from Home""",2016
6097,Edm,,,,,,,3:41,Calvin Harris,,,,,,,,29 April 2016,Calvin Harris,,,,,,,,,,,Taylor Swift,,,,,,,,,,,,,Calvin Harris featuring Rihanna,16,https://en.wikipedia.org/wiki/This_Is_What_You_Came_For,17,"""This Is What You Came For""",2016
6098,,,,,,,,3:38,Mattman & Robin,,,,,,,,"September 18, 2015",Robin Fredriksson,,,,,,,,,,,Mattias Larsson,,,,,,Joe Jonas,Justin Tranter,,,,,,DNCE,17,https://en.wikipedia.org/wiki/Cake_by_the_Ocean,18,"""Cake by the Ocean""",2016
6099,Hip hop,,,,,,,4:11,Bebe Rexha,Michael Keenan,,,,,,,"October 14, 2015 (2015-10-14)",Bebe Rexha,,,,,,,,,,,Lauren Christy,,,,,,Gerald Gillum,Peter Kelleher,Ben Kohn,Tom Barnes,Michael Keenan,Christoph Andersson[1][2][3],,G-Eazy and Bebe Rexha,18,"https://en.wikipedia.org/wiki/Me,_Myself_%26_I_(G-Eazy_and_Bebe_Rexha_song)",19,"""Me, Myself & I""",2016
6100,Reggae,,,,,,,3:34,Ricky Reed,,,,,,,,"April 12, 2016",Tyler Joseph,,,,,,,,,,,,,,,,,,,,,,,,Twenty One Pilots,19,https://en.wikipedia.org/wiki/Ride_(Twenty_One_Pilots_song),20,"""Ride""",2016
6101,Rap rock,,,,,,,3:15,Mike Elizondo,Tyler Joseph,,,,,,,"June 16, 2016 (2016-06-16)",Tyler Joseph,,,,,,,,,,,,,,,,,,,,,,,,Twenty One Pilots,20,https://en.wikipedia.org/wiki/Heathens_(song),21,"""Heathens""",2016
6102,Alternative r&b,Electronic,,,,,,3:23,Levi Lennox,,,,,,,,29 January 2016,Zayn Malik,,,,,,,,,,,Levi Lennox,,,,,,Anthony Hannides,Michael Hannides,Joe Garrett,,,,,Zayn,21,https://en.wikipedia.org/wiki/Pillowtalk_(song),22,"""Pillowtalk""",2016
6103,Pop,,,,,,,3:27,Daylight,Teddy Geiger,Danny Parker,,,,,,"May 5, 2015 (2015-05-05)",Danny Parker,,,,,,,,,,,,,,,,,,,,,,,,Shawn Mendes,22,https://en.wikipedia.org/wiki/Stitches_(song),23,"""Stitches""",2016
6104,R&b,Pop,,,,,,4:27,Nineteen85,,,,,,,,"July 31, 2015 (2015-07-31)",Aubrey Graham,,,,,,,,,,,Paul Jefferies,,,,,,Timmy Thomas,,,,,,,Drake,23,https://en.wikipedia.org/wiki/Hotline_Bling,24,"""Hotline Bling""",2016
6105,Edm,,,,,,,3:05,Major Lazer,Benny Blanco,Jr. Blender,King Henry,,,,,22 July 2016,Ed Sheeran,,,,,,,,,,,Benjamin Levin,,,,,,Karen Marie Ørsted,Thomas Pentz,Justin Bieber,Jamie Scott,Philip Meckseper,Henry Allen[2][3],,Major Lazer featuring Justin Bieber and MØ,24,https://en.wikipedia.org/wiki/Cold_Water_(song),25,"""Cold Water""",2016
6106,Pop,R&b,,,,,,3:41,Max Martin,Shellback,,,,,,,16 May 2016,Adele Adkins,,,,,,,,,,,Max Martin,,,,,,Shellback,,,,,,,Adele,25,https://en.wikipedia.org/wiki/Send_My_Love_(To_Your_New_Lover),26,"""Send My Love (To Your New Lover)""",2016
6107,,,,,,,,3:46,The Chainsmokers,,,,,,,,"June 16, 2015",Andrew Taggart,,,,,,,,,,,Elizabeth Mencel,,,,,,,,,,,,,The Chainsmokers featuring Rozes,26,https://en.wikipedia.org/wiki/Roses_(The_Chainsmokers_song),27,"""Roses""",2016
6108,Pop,,,,,,,3:07,Teddy Geiger,Dan Romer,"DJ ""Daylight"" Kyriakides",,,,,,"June 3, 2016 (2016-06-03)",Shawn Mendes,,,,,,,,,,,Teddy Geiger,,,,,,Scott Harris,,,,,,,Shawn Mendes,27,https://en.wikipedia.org/wiki/Treat_You_Better,28,"""Treat You Better""",2016
6109,Dancehall,Soca,,,,,,4:23,Nineteen85,Supa Dups,Bidaye,,,,,,"July 26, 2016",Aubrey Graham,,,,,,,,,,,Robyn Fenty,,,,,,"Paul ""Nineteen85"" Jefferies",Maneesh Bidaye,Dwayne Chin-Quee,Andrew Hershey,Andre Sutherland,A. Martin[2],,Drake featuring Rihanna,28,https://en.wikipedia.org/wiki/Too_Good_(Drake_song),29,"""Too Good""",2016
6110,Trap,Pbr&b,,,,,,5:13,Metro Boomin,Ben Billions,DaHeala,The Weeknd (co.),,,,,"March 1, 2016",Nayvadius Wilburn,,,,,,,,,,,Abęl Tesfaye,,,,,,Leland Wayne,Benjamin Diehl,Jason Quenneville,,,,,Future featuring The Weeknd,29,https://en.wikipedia.org/wiki/Low_Life_(song),30,"""Low Life""",2016
6111,Pop,Tropical house,,,,,,3:26,MdL,Bieber,,,,,,,"August 28, 2015 (2015-08-28)",Justin Bieber,,,,,,,,,,,"Jason ""Poo Bear"" Boyd",,,,,,Mason Levy,,,,,,,Justin Bieber,30,https://en.wikipedia.org/wiki/What_Do_You_Mean%3F,31,"""What Do You Mean?""",2016
6112,Alternative r&b,Trap,,,,,,4:04,Illangelo,Mano,,,,,,,"May 27, 2015 (2015-05-27)",Abel Tesfaye,,,,,,,,,,,Emmanuel Nickerson,,,,,,Carlo Montagnese,Ahmad Balshe,,,,,,The Weeknd,31,https://en.wikipedia.org/wiki/The_Hills_(song),32,"""The Hills""",2016
6113,Electropop,Pop rock,,,,,,3:35,Max Martin,Shellback,Oscar Holter,,,,,,"April 15, 2016 (2016-04-15)",Alecia Moore,,,,,,,,,,,Max Martin,,,,,,Karl Johan Schuster,Oscar Holter,,,,,,Pink,32,https://en.wikipedia.org/wiki/Just_Like_Fire,33,"""Just Like Fire""",2016
6114,Hip hop,Rap,,,,,,3:38,J. Gramm,D.R.A.M. (co-prod.),,,,,,,"April 6, 2016",Shelley Massenburg-Smith,,,,,,,,,,,Miles McCollum,,,,,,Rogét Chahayed,Julian Gramma,,,,,,D.R.A.M. featuring Lil Yachty,33,https://en.wikipedia.org/wiki/Broccoli_(D.R.A.M._song),34,"""Broccoli""",2016
6115,Alternative r&b,Hip hop,Trap,,,,,3:18,Epikh Pro,Dr Vades,DopeBoi,,,,,,"May 20, 2015 (2015-05-20)",Bryson Tiller,,,,,,,,,,,Mariah Carey,,,,,,Johntá Austin,Bryan-Michael Cox,Jermaine Dupri,Stuart Lowery,"Tavoris Hollins, Jr.",Isom Stewart,,Bryson Tiller,34,https://en.wikipedia.org/wiki/Don%27t_(Bryson_Tiller_song),35,"""Don't""",2016
